,player_mlb_id,age,year,primary_position,years_after_28,throws,sp_pct_,total_bf_,sp_pct,total_bf,whip_reg,baa_reg,k_rate_pitcher_reg,bb_rate_pitcher_reg,inplay_ratio_pitcher_reg,pitcher_avg_exp_ba_reg,babip_pitcher_reg,fly_balls_ratio_pitcher_reg,ground_balls_ratio_pitcher_reg,line_drives_ratio_pitcher_reg,popups_ratio_pitcher_reg,hr_fb_pct_pitcher_reg,avg_bf_per_outing_reg,pitcher_avg_xwoba_reg,pitcher_avg_woba_reg,zone_chase_pct_reg,avg_fb_vel_reg
0,007d7209f1d3287648e11f52c5a5148732f7a791,24.0,0.0,reliever,1.0,R,0.0,28.1,2.883526987840631,145.64608529596944,1.6009616638982256,0.2461515439138412,0.21473831911624716,0.09504231039454455,0.17395401907859592,0.3424049761767764,0.3269317867151653,1.36007589696187,1.6377786151547387,1.329179917853055,1.0924086019814465,0.19764059928852337,3.7009979584506056,0.38732015125524516,0.34983595968824377,0.6178689674007528,93.08417225712473
1,007dcc596b82af90fd37f3413e98812b87a6b305,30.0,2023.0,reliever,2.0,L,0.0,121.9,2.883526987840631,145.64608529596944,1.4176513110778814,0.20526096220290105,0.2073115710224411,0.09965248600519638,0.16789098366111818,0.2882632984079007,0.2906219572816225,1.08446424105152,1.1663551785785804,1.0764054789671877,0.9224485793978398,0.12784906771940874,3.568975826829906,0.3149672752371311,0.3240671582027633,0.6493543953976726,89.69702653242392
2,0110ddbbd4e67bbd0a355dd5561021b075920eb3,30.0,2023.0,starter,2.0,L,100.0,766.8,95.85335336079977,462.61346959422355,1.2287137165607267,0.2020032594990988,0.23884443539463962,0.0782199223370497,0.1828941486367808,0.3267956960002186,0.28096568433036495,2.444724343926244,10.75757134487236,3.291985760716669,1.0460916289669742,0.20295906068860323,13.796856606031763,0.3588341932895415,0.29501190204088074,0.6342730135318837,86.73648088122854
3,01171c9c71028faf86b7447ec692000f50df9fac,29.0,2023.0,reliever,1.0,R,6.711409395973154,259.5,2.883526987840631,145.64608529596944,1.167655608699576,0.18808172439904777,0.27450978587050195,0.08334934016657623,0.15203243511691902,0.32191759456500463,0.27020346391851513,1.045060537578215,1.0798127491932772,1.0411941598523105,1.0115641766562793,0.13592467673581574,3.6340379297720795,0.369724163485373,0.28039843805360154,0.6264880825800935,97.37733478866508
4,01b9d70c4ec72b8a0f733bdf6bc47df596617dfd,29.0,2023.0,reliever,1.0,R,0.0,170.1,2.883526987840631,145.64608529596944,1.2951503646859588,0.22185960081980663,0.22848565598371084,0.06137007695065345,0.1895870189746866,0.32983544928753167,0.30431381534368307,1.0680668885747453,1.1205623767082915,1.0622264721926677,1.0174684450347566,0.1641088076730262,3.111382252568333,0.3470380400500237,0.29217662187193033,0.6365951926379716,96.29650353156765
5,023cd60cff806f62cfd885a9b18e6da8135e3272,26.0,2023.0,both_starter_reliever,0.0,R,66.66666666666664,75.6,55.50771639714261,236.1789964752229,2.1293549361012882,0.2922908585783655,0.17493558626192288,0.10185754315675397,0.16782669789825472,0.3193607906536729,0.39071149849990416,1.3916495865021274,1.746169558703229,1.363372367249603,1.0576747999214076,0.2735919629707729,10.260728061728553,0.35195577670853645,0.42273019177590376,0.6252027174136633,88.93540765350106
6,02704f6c055abbf858edfd3d220970ef99cb2212,27.0,2023.0,both_starter_reliever,0.0,R,56.56565656565656,502.0,55.50771639714261,236.1789964752229,1.5107994188712937,0.18729515424342447,0.2349108644037692,0.13335250094365753,0.15025458111097434,0.3138145839240455,0.2570054415753514,5.767587685743731,7.9525468765906915,4.870981879290569,2.8058157571472693,0.19982457465768158,10.655650259911875,0.3785901011015275,0.33850793687482633,0.5890607668869018,95.28348424603179
7,0299c3256bc3f426c395bc950feecb5231525128,24.0,2023.0,both_starter_reliever,0.0,0,0.0,13.0,55.50771639714261,236.1789964752229,2.105858353248591,0.258813511189792,0.2499893473728327,0.13387322102413174,0.14178100070564104,0.294874797011396,0.41472394386769956,2.7537198151150815,4.341181468415569,2.743767377795444,0.6526993818703022,0.29385505574017134,5.673037876406746,0.34097779122384,0.4172830307237923,0.6269290183273633,95.45256082085618
8,02db096acbd50af9cdc36f25a64b16f7e62d8589,27.0,0.0,reliever,2.0,R,0.0,22.4,2.883526987840631,145.64608529596944,1.4931260554676808,0.22071591618788844,0.19736636360393367,0.10386498080508848,0.17306196848429484,0.30591136416488934,0.27707159762683103,22.69045664924956,21.39089314458474,13.66043267448672,8.469296522831602,0.1821186855692799,4.062154468055294,0.34607690740725805,0.3390827212400425,0.6089769126363311,95.07351032889207
9,02f6027c5ee1a7694e5786b8a241cd162aeaefb9,23.0,2023.0,both_starter_reliever,0.0,0,0.0,63.5,55.50771639714261,236.1789964752229,1.2838678271064812,0.13370282045863144,0.29926727376220413,0.15196668581656012,0.133222464764706,0.31371208367133596,0.24276219115468914,1.460831484263817,1.8779746924303684,1.4582162452601166,1.0985195456009553,0.01395704627722265,3.3082435295667363,0.3301276680828342,0.26261706797376444,0.5926730969821511,100.06303666107955
