,player_mlb_id,year,age,years_after_28,bats,primary_position,avg_lineup_position_,total_pa_,avg_lineup_position,total_pa,ops_reg,k_rate_batter_reg,bb_rate_batter_reg,batter_avg_exp_ba_reg,babip_batter_reg,batter_avg_xwoba_reg,batter_avg_woba_reg,fly_balls_ratio_batter_reg,ground_balls_ratio_batter_reg,line_drives_ratio_batter_reg,popups_ratio_batter_reg,hr_fb_pct_batter_reg
0,0014c193005b425aaad55358686fb0dd1a4a0755,2023.0,25.0,0.0,R,lf,9.109847339489376,84.3,5.0231244688758006,273.162611839933,0.5828097428883384,0.29053993183822313,0.050983117564319044,0.23552428934940797,0.32691878436446176,0.2498919829841379,0.2749570165499582,0.12584058008484436,0.3952046180000231,0.10739467696724737,0.06567471317160836,0.03773238172937506
1,003af1e4636109b822c9acfa703cb517c46d89fc,2023.0,28.0,0.0,R,lf,6.589376277344637,120.1,5.0231244688758006,273.162611839933,0.6740247312376961,0.17062522712352776,0.05078171381689603,0.31479586889903705,0.26943648674378884,0.3415482643936098,0.31009355484321766,0.181809600537757,0.3871224246649687,0.1912599084159881,0.061369395619229335,0.16415274104268113
2,0043ac96d4fde6fcfd5a841b8d902661e69a6009,2023.0,23.0,0.0,R,c,7.783882783882784,28.6,6.973533172295894,205.27542288892656,0.6359449705705821,0.2559165045466237,0.10392116199583677,0.33918530981498957,0.3508847101503885,0.34931322031872974,0.30653876349791614,0.09525382767939695,0.35764115276261693,0.1537744741579823,0.06977977353885506,0.025904442529474166
3,0084c15ee1d82fb5b793e1ff130f46651dd13e17,2023.0,24.0,0.0,R,lf,8.707650273224045,36.6,5.0231244688758006,273.162611839933,0.5199062199941223,0.3111830748354165,0.07338443265609841,0.3006443699582522,0.24404474047834915,0.35390050877416246,0.2631609639230314,0.1290596545921627,0.3545836474347633,0.11452972521661771,0.06534981205616715,0.12468832105686686
4,00e99b6a19161174f9f6520a80783c70236d8403,2023.0,28.0,0.0,L,cf,3.743979914922415,362.4,5.936140143775483,269.779459351043,0.7874147576546439,0.158260893387762,0.0821855095606446,0.2816119410454646,0.29055082814373284,0.29138295668887393,0.3563877576678728,0.2252822187686676,0.3362177137380854,0.17860596467888237,0.08237723788293445,0.1599998463155807
5,00f2af912fbb0f299e177f6ff00fafed7bf79aa5,2023.0,30.0,2.0,R,lf,8.842017466391914,71.1,5.0231244688758006,273.162611839933,0.7559477340509764,0.2476375284251423,0.07165298815366222,0.3078009323463025,0.3302030444164232,0.33999230171349365,0.3580205485710503,0.17091328092842337,0.37109334484638584,0.14122593576699652,0.04640485314577787,0.13548502995193537
6,00fb2414b8f5bcdec5e0398176d9c76747645772,2023.0,32.0,4.0,R,c,7.754871550147141,266.7,6.973533172295894,205.27542288892656,0.654420814277983,0.26020903405508483,0.03861520442789881,0.31120244155423055,0.2861339143295329,0.3656264725191249,0.2961922646995698,0.17766351107925152,0.3523768688317549,0.1500688550469363,0.05010304737168839,0.1947463692201348
7,01062805175a65bbfb5e2024853137219296e26c,2023.0,36.0,8.0,R,2b,6.604034702155796,296.1,5.070943255067877,294.931944852581,0.6600174773690952,0.15695702836933237,0.04773578885570558,0.3021266941613132,0.2890301868672787,0.31993478860597224,0.3073556435818501,0.20652384425761897,0.3501508904250813,0.1980171621395154,0.050505368356478494,0.08739266450305738
8,011de33d151ba44dc18c0a7129b4df39ed66b8cc,0.0,36.0,8.0,R,c,5.72093023255814,32.6,6.973533172295894,205.27542288892656,0.6473454422061207,0.22337219555230192,0.0582912511452158,0.33143070690279053,0.22139964217961,0.3858964970103712,0.2913294725482898,0.15134958868229229,0.400651124308099,0.1595427164195803,0.047525048441618464,0.3384291149876538
9,016b7124144bdb5822af25b395629a805e22ec91,2023.0,24.0,0.0,B,2b,8.592592592592593,42.0,5.070943255067877,294.931944852581,0.6597111490225884,0.16935662217034014,0.03985629839261622,0.3007261112091436,0.3424419359733068,0.2978982257497198,0.31505543407417863,0.16825044870645672,0.42104697508216177,0.18978646817342296,0.050858698803314534,0.014644803775139012
